datetime,hs,direction,tz,tp,temperature,h_onethird,hmax,tav
2022-02-26 16:45:00+00,1.76,274,5.8,10,17.05,1.65,2.56,6
2022-02-26 17:15:00+00,1.58,281,5.6,9.1,17.05,1.49,2.33,5.7
2022-02-26 17:45:00+00,1.74,288,5.8,8.3,17.05,1.63,2.83,5.8
2022-02-26 18:15:00+00,1.75,277,6,9.1,17.2,1.61,2.57,6.1
2022-02-26 18:45:00+00,1.61,285,5.6,9.1,17.1,1.51,2.82,5.7
2022-02-26 19:15:00+00,1.72,283,5.8,9.1,17,1.66,2.96,6
2022-02-26 19:45:00+00,1.65,287,5.9,9.1,17,1.55,2.73,6
2022-02-26 20:15:00+00,1.63,298,5.9,8.3,17,1.54,2.62,6.1
2022-02-27 00:15:00+00,1.37,291,5.7,7.7,17.05,1.26,2.19,5.7
2022-02-27 00:45:00+00,1.26,284,5.4,9.1,17.05,1.18,1.89,5.6
2022-02-27 01:15:00+00,1.3,298,5.6,7.7,17.05,1.21,1.8,5.8
2022-02-27 01:45:00+00,1.24,295,5.6,7.7,17.05,1.16,2.07,5.8
2022-02-27 02:15:00+00,1.18,283,5.6,8.3,17.05,1.1,1.85,5.7
2022-02-27 02:45:00+00,1.23,287,5.6,8.3,17.05,1.19,2.04,5.9
2022-02-27 03:15:00+00,1.22,287,5.6,8.3,17.05,1.15,2.12,5.6
2022-02-27 03:45:00+00,1.14,281,5.5,8.3,17.05,1.06,1.95,5.8
2022-02-27 04:15:00+00,1.23,281,5.6,8.3,17.05,1.18,2.2,6.1
2022-02-27 04:45:00+00,1.17,277,5.6,8.3,17.05,1.13,2.01,5.8
2022-02-27 05:15:00+00,1.2,292,5.6,7.7,17.05,1.14,1.89,5.9
2022-02-27 05:45:00+00,1.12,288,5.6,8.3,17.05,1.07,1.79,5.9
2022-02-27 06:15:00+00,1.17,283,5.6,8.3,17.05,1.09,1.86,5.8
2022-02-27 06:45:00+00,1.16,281,5.5,7.7,17.1,1.08,1.81,5.8
2022-02-27 07:15:00+00,1.07,285,5.3,7.7,17.1,1.03,1.62,5.8
2022-02-27 07:45:00+00,1.06,284,5.3,7.1,17.2,1,1.59,5.4
2022-02-27 08:15:00+00,1.06,284,5.3,7.7,17.2,0.98,1.59,5.6
2022-02-27 08:45:00+00,1.06,283,5.3,8.3,17.25,0.97,1.61,5.5
2022-02-27 09:15:00+00,1.07,291,5.3,7.1,17.3,0.98,1.84,5.4
2022-02-27 09:45:00+00,1.04,287,5.3,8.3,17.35,1,1.48,5.6
2022-02-27 10:15:00+00,1.09,288,5.3,7.7,17.45,1,1.65,5.5
2022-02-27 10:45:00+00,0.99,292,5.2,7.1,17.45,0.94,1.67,5.4
2022-02-27 11:15:00+00,1,283,5.1,7.7,17.55,0.93,1.44,5.5
2022-02-27 11:45:00+00,1.03,291,5.2,7.7,17.55,0.93,1.61,5.3
2022-02-27 12:15:00+00,1.01,294,5.3,7.7,17.5,0.94,1.71,5.3
2022-02-27 12:45:00+00,1.04,294,5.2,7.7,17.5,0.94,1.48,5.3
2022-02-27 13:15:00+00,0.97,284,5.2,7.1,17.4,0.88,1.37,5.3
2022-02-27 13:45:00+00,0.95,284,5.2,7.7,17.35,0.91,1.56,5.2
2022-02-27 14:15:00+00,0.98,292,5.1,7.1,17.3,0.92,1.45,5.5
2022-02-27 14:45:00+00,0.91,285,4.9,7.1,17.25,0.85,1.3,5.1
2022-02-27 15:15:00+00,0.93,284,4.8,7.1,17.35,0.85,1.54,5
2022-02-27 15:45:00+00,0.89,278,4.6,7.1,17.3,0.83,1.55,5
2022-02-27 16:15:00+00,0.92,287,4.5,7.1,17.2,0.83,1.48,4.9
2022-02-27 16:45:00+00,0.87,290,4.3,6.2,17.2,0.79,1.26,4.8
2022-02-27 17:15:00+00,0.9,287,4.3,7.1,17.2,0.81,1.28,4.6
2022-02-27 17:45:00+00,0.89,292,4.3,7.1,17.15,0.81,1.5,4.6
2022-02-27 18:15:00+00,0.89,300,4.3,6.7,17.15,0.79,1.35,4.4
2022-02-27 18:45:00+00,0.9,281,4.3,7.1,17.15,0.84,1.59,4.6
2022-02-27 19:15:00+00,0.82,287,4.1,6.2,17.15,0.75,1.32,4.3
2022-02-27 19:45:00+00,0.85,283,4.3,6.7,17.1,0.79,1.26,4.4
2022-02-27 20:15:00+00,0.78,294,4.2,6.7,17.1,0.7,1.39,4.5
2022-02-28 00:15:00+00,0.64,284,4.6,6.7,17.15,0.6,1.07,4.8
2022-02-28 00:45:00+00,0.6,291,4.7,6.2,17.1,0.55,0.88,4.9
2022-02-28 01:15:00+00,0.63,284,4.8,5.9,17.1,0.59,0.95,5
2022-02-28 01:45:00+00,0.59,283,4.7,6.2,17.1,0.56,1.12,4.8
2022-02-28 02:15:00+00,0.57,277,4.8,6.2,17.1,0.52,0.87,4.7
2022-02-28 02:45:00+00,0.55,291,4.8,5.9,17.15,0.51,0.94,5
2022-02-28 03:15:00+00,0.54,294,4.7,6.2,17.1,0.5,1.04,4.9
2022-02-28 03:45:00+00,0.5,287,4.5,5.9,17.1,0.46,0.74,4.6
2022-02-28 04:15:00+00,0.52,294,4.7,5.6,17.1,0.5,0.8,4.9
2022-02-28 04:45:00+00,0.48,287,4.5,6.2,17.1,0.45,0.85,4.8
2022-02-28 05:15:00+00,0.49,298,4.6,6.2,17.1,0.45,0.76,4.8
2022-02-28 05:45:00+00,0.47,285,4.4,6.2,17.1,0.43,0.78,4.6
2022-02-28 06:15:00+00,0.48,287,4.6,5.9,17.1,0.43,0.86,4.7
2022-02-28 06:45:00+00,0.46,297,4.3,5.9,17.2,0.42,0.74,4.5
2022-02-28 07:15:00+00,0.46,290,4.1,5.9,17.25,0.42,0.72,4.3
2022-02-28 07:45:00+00,0.42,294,4.2,5.6,17.4,0.39,0.67,4.5
2022-02-28 08:15:00+00,0.42,288,4.3,5.6,17.45,0.38,0.6,4.4
2022-02-28 08:45:00+00,0.44,287,4.4,5.6,17.75,0.39,0.87,4.5
2022-02-28 09:15:00+00,0.38,292,4.3,5.9,17.8,0.36,0.62,4.5
2022-02-28 09:45:00+00,0.39,274,4.3,6.2,17.55,0.36,0.59,4.4
2022-02-28 10:15:00+00,0.41,287,4.4,5.9,18.3,0.37,0.76,4.7
2022-02-28 10:45:00+00,0.37,294,4.3,5.3,18.25,0.33,0.63,4.4
2022-02-28 11:15:00+00,0.35,298,4.2,5.6,18.15,0.32,0.61,4.3
2022-02-28 11:45:00+00,0.34,288,4.1,5.6,18.1,0.31,0.48,4.3
2022-02-28 12:15:00+00,0.35,292,4.2,5.3,18,0.33,0.6,4.3
2022-02-28 12:45:00+00,0.34,295,3.9,5.6,17.9,0.31,0.51,4
2022-02-28 13:15:00+00,0.35,294,3.8,5.6,17.85,0.32,0.49,4
2022-02-28 13:45:00+00,0.36,288,3.5,5.6,17.65,0.32,0.56,3.8
2022-02-28 14:15:00+00,0.35,295,3.2,5.3,17.6,0.31,0.49,3.5
2022-02-28 14:45:00+00,0.37,285,3,5.3,17.55,0.32,0.61,3.4
2022-02-28 15:15:00+00,0.37,294,3.1,5,17.55,0.32,0.54,3.5
2022-02-28 15:45:00+00,0.37,276,3.2,5.9,17.55,0.32,0.52,3.4
2022-02-28 16:15:00+00,0.38,281,3.3,5.6,17.45,0.34,0.59,3.6
2022-02-28 16:45:00+00,0.41,284,3.5,7.1,17.4,0.36,0.71,3.6
2022-02-28 17:15:00+00,0.39,285,3.4,5,17.4,0.34,0.7,3.6
2022-02-28 17:45:00+00,0.35,277,3.3,5.6,17.35,0.31,0.45,3.7
2022-02-28 18:15:00+00,0.34,281,3.1,5.3,17.3,0.29,0.51,3.4
2022-02-28 18:45:00+00,0.34,295,3,5,17.25,0.29,0.53,3.3
2022-02-28 19:15:00+00,0.32,287,3,5,17.25,0.27,0.44,3.2
2022-02-28 19:45:00+00,0.33,281,3.1,5,17.25,0.28,0.44,3.4
2022-02-28 20:15:00+00,0.31,284,3.1,5,17.2,0.27,0.44,3.4
2022-03-01 00:15:00+00,0.22,277,3.6,5.6,17.25,0.2,0.31,3.8
2022-03-01 00:45:00+00,0.23,284,3.7,5.3,17.2,0.2,0.38,3.9
2022-03-01 01:15:00+00,0.23,287,3.6,5,17.25,0.21,0.35,3.9
2022-03-01 01:45:00+00,0.23,287,3.7,4.5,17.2,0.2,0.38,4
2022-03-01 02:15:00+00,0.23,295,3.9,4.8,17.2,0.2,0.32,3.9
2022-03-01 02:45:00+00,0.21,297,3.8,5.6,17.2,0.2,0.34,4
2022-03-01 03:15:00+00,0.23,287,3.9,5,17.2,0.2,0.32,4.1
2022-03-01 03:45:00+00,0.23,292,3.6,5.6,17.2,0.21,0.37,3.9
2022-03-01 04:15:00+00,0.23,290,3.6,4.8,17.15,0.21,0.37,4
2022-03-01 04:45:00+00,0.25,295,3.8,5.3,17.15,0.23,0.35,4
2022-03-01 05:15:00+00,0.25,302,3.5,4.5,17.1,0.23,0.35,3.9
2022-03-01 05:45:00+00,0.26,298,3.4,5.3,17.1,0.23,0.45,3.7
2022-03-01 06:15:00+00,0.27,292,3.2,5.3,17.1,0.24,0.38,3.5
2022-03-01 06:45:00+00,0.28,291,3.1,5.6,17.1,0.24,0.46,3.5
2022-03-01 07:15:00+00,0.29,294,3.2,5.3,17.15,0.26,0.5,3.4
2022-03-01 07:45:00+00,0.3,285,3.1,5.3,17.2,0.26,0.4,3.4
2022-03-01 08:15:00+00,0.32,301,3,6.2,17.25,0.27,0.49,3.3
2022-03-01 08:45:00+00,0.35,284,3.1,5.9,17.25,0.3,0.57,3.5
2022-03-01 09:15:00+00,0.36,291,3,5.3,17.35,0.31,0.48,3.3
2022-03-01 09:45:00+00,0.39,292,3.2,5.9,17.4,0.33,0.63,3.5
2022-03-01 10:15:00+00,0.43,283,3.4,5.9,17.45,0.38,0.74,3.9
2022-03-01 10:45:00+00,0.43,295,3.5,5.6,17.5,0.39,0.64,3.8
2022-03-01 11:15:00+00,0.44,298,3.3,5.9,17.5,0.38,0.58,3.5
2022-03-01 11:45:00+00,0.45,298,3.2,5.6,17.5,0.39,0.67,3.5
2022-03-01 12:15:00+00,0.48,287,3.3,5.3,17.5,0.41,0.78,3.5
2022-03-01 12:45:00+00,0.46,298,3.5,5.6,17.5,0.41,0.67,3.9
2022-03-01 13:15:00+00,0.49,298,3.6,5.6,17.5,0.44,0.78,3.9
2022-03-01 13:45:00+00,0.51,305,3.7,5.3,17.5,0.45,0.98,4
2022-03-01 14:15:00+00,0.51,292,3.9,5.9,17.5,0.47,0.75,4.2
2022-03-01 14:45:00+00,0.5,309,3.9,5.6,17.5,0.45,0.79,4.2
2022-03-01 15:15:00+00,0.51,304,4.2,5.3,17.45,0.46,0.71,4.5
2022-03-01 15:45:00+00,0.51,297,4.2,5,17.45,0.47,0.93,4.4
2022-03-01 16:15:00+00,0.55,301,4.2,4.8,17.45,0.49,0.88,4.4
2022-03-01 16:45:00+00,0.53,300,4.3,5,17.4,0.49,0.78,4.6
2022-03-01 17:15:00+00,0.56,273,4.4,9.1,17.4,0.5,0.78,4.7
2022-03-01 17:45:00+00,0.53,270,4.4,10,17.4,0.49,1.1,4.7
2022-03-01 18:15:00+00,0.59,300,4.3,5,17.35,0.54,0.97,4.5
2022-03-01 18:45:00+00,0.59,263,4.4,10,17.35,0.52,0.91,4.7
2022-03-01 19:15:00+00,0.58,307,4.4,6.7,17.3,0.52,1.04,4.6
2022-03-01 19:45:00+00,0.6,298,4.5,5,17.3,0.54,0.91,4.7
2022-03-01 20:15:00+00,0.66,274,4.8,10,17.3,0.6,1.07,5.2
2022-03-01 20:45:00+00,0.69,271,4.8,10,17.3,0.63,1.09,5
2022-03-01 21:15:00+00,0.65,301,4.7,6.2,17.25,0.61,0.97,4.9
2022-03-01 21:45:00+00,0.65,292,4.6,6.7,17.3,0.59,1.05,4.9
2022-03-01 22:15:00+00,0.69,273,4.8,9.1,17.25,0.65,1.05,5.1
2022-03-01 22:45:00+00,0.7,295,4.9,6.2,17.25,0.64,1.25,5
2022-03-01 23:15:00+00,0.71,274,4.9,10,17.25,0.66,1.04,5.2
2022-03-01 23:45:00+00,0.67,276,4.8,9.1,17.25,0.62,1,5.2
2022-03-02 00:15:00+00,0.73,298,5,5.6,17.25,0.69,1.12,5.3
2022-03-02 00:45:00+00,0.74,291,5,5.6,17.2,0.68,1.06,5.2
2022-03-02 01:15:00+00,0.74,295,5.1,5.9,17.2,0.67,1.17,5.2
2022-03-02 01:45:00+00,0.68,269,5,9.1,17.2,0.63,1.01,5.1
2022-03-02 02:15:00+00,0.7,297,5.1,5.9,17.2,0.64,1.08,5.3
2022-03-02 02:45:00+00,0.66,273,5.2,9.1,17.2,0.61,1.06,5.3
2022-03-02 03:15:00+00,0.66,300,5.1,5.3,17.2,0.61,0.95,5.3
2022-03-02 03:45:00+00,0.65,277,5.1,9.1,17.25,0.6,0.98,5.2
2022-03-02 04:15:00+00,0.68,277,4.6,9.1,17.2,0.63,1.02,5
2022-03-02 04:45:00+00,0.68,274,4.5,9.1,17.2,0.62,1.01,4.8
2022-03-02 05:15:00+00,0.63,271,4.3,9.1,17.2,0.58,0.93,4.8
2022-03-02 05:45:00+00,0.64,284,4.2,9.1,17.2,0.59,1.07,4.6
2022-03-02 06:15:00+00,0.64,277,4,9.1,17.2,0.59,1.05,4.3
2022-03-02 06:45:00+00,0.61,273,3.9,9.1,17.25,0.54,1,4.2
2022-03-02 07:15:00+00,0.67,274,4.3,9.1,17.25,0.62,1.14,4.7
2022-03-02 07:45:00+00,0.6,280,4.5,8.3,17.3,0.57,1,4.9
2022-03-02 08:15:00+00,0.59,283,4.2,8.3,17.3,0.53,0.83,4.4
2022-03-02 08:45:00+00,0.64,281,3.7,8.3,17.35,0.57,0.9,4.2
2022-03-02 09:15:00+00,0.75,301,3.4,5.9,17.35,0.64,1.05,3.6
2022-03-02 09:45:00+00,0.84,4,3.3,2.9,17.35,0.73,1.26,3.4
2022-03-02 10:15:00+00,0.99,1,3.4,3.3,17.35,0.87,1.49,3.5
2022-03-02 10:45:00+00,1.18,3,3.6,3.9,17.3,1.04,2.04,3.8
2022-03-02 11:15:00+00,1.21,7,3.7,4.3,17.3,1.09,1.97,3.8
2022-03-02 11:45:00+00,1.27,11,3.7,4.3,17.3,1.13,1.98,3.8
2022-03-02 12:15:00+00,1.21,7,3.7,4.2,17.3,1.07,1.99,3.9
2022-03-02 12:45:00+00,1.18,4,3.8,4.5,17.4,1.07,2.11,4
2022-03-02 13:15:00+00,0.99,6,3.8,4.3,17.4,0.91,1.61,4.1
2022-03-02 13:45:00+00,0.95,1,3.8,4.5,17.4,0.88,1.38,4
2022-03-02 14:15:00+00,0.9,357,3.9,4.5,17.4,0.8,1.39,4
2022-03-02 14:45:00+00,0.8,356,3.9,4.3,17.4,0.72,1.52,4
2022-03-02 15:15:00+00,0.76,352,3.9,4.8,17.4,0.69,1.39,4
2022-03-02 15:45:00+00,0.66,356,3.9,4.8,17.4,0.6,1.17,4
2022-03-02 16:15:00+00,0.61,353,3.9,4.8,17.4,0.55,1.1,4
2022-03-02 16:45:00+00,0.56,352,3.5,4.8,17.35,0.51,0.95,3.7
2022-03-02 17:15:00+00,0.56,353,3.3,5,17.35,0.5,0.83,3.6
2022-03-02 17:45:00+00,0.47,354,3.9,4.8,17.3,0.42,0.71,4.1
2022-03-02 18:15:00+00,0.42,352,4.2,5,17.3,0.38,0.66,4.5
2022-03-02 18:45:00+00,0.38,354,3.9,5,17.3,0.34,0.53,4.2
2022-03-02 19:15:00+00,0.37,359,3.9,4.8,17.3,0.33,0.56,4.1
2022-03-02 19:45:00+00,0.34,357,4,4.8,17.3,0.31,0.5,4.4
2022-03-02 20:15:00+00,0.34,285,4.3,8.3,17.3,0.31,0.51,4.4
2022-03-02 20:45:00+00,0.31,288,4.2,8.3,17.3,0.28,0.45,4.5
2022-03-02 21:15:00+00,0.33,291,4,8.3,17.3,0.3,0.53,4.3
2022-03-02 21:45:00+00,0.31,287,4,8.3,17.3,0.29,0.5,4.2
2022-03-02 22:15:00+00,0.33,292,3.9,7.7,17.3,0.29,0.51,4.3
2022-03-02 22:45:00+00,0.32,294,4.3,8.3,17.25,0.29,0.5,4.5
2022-03-02 23:15:00+00,0.29,280,4.3,8.3,17.25,0.26,0.46,4.6
2022-03-02 23:45:00+00,0.31,308,3.6,6.2,17.25,0.29,0.67,4.2
2022-03-03 00:15:00+00,0.41,290,2.6,7.7,17.25,0.33,0.69,2.9
2022-03-03 00:45:00+00,0.45,246,2.7,2.3,17.25,0.36,0.61,2.9
2022-03-03 01:15:00+00,0.61,263,2.9,2.9,17.25,0.5,1.11,3
2022-03-03 01:45:00+00,0.75,267,3,3.3,17.25,0.64,1.16,3.1
2022-03-03 02:15:00+00,0.84,263,3.2,3.9,17.25,0.73,1.4,3.4
2022-03-03 02:45:00+00,1.05,270,3.5,4.2,17.25,0.94,1.67,3.6
2022-03-03 03:15:00+00,1.32,267,3.9,5,17.25,1.21,1.89,4
2022-03-03 03:45:00+00,1.36,269,4,5.3,17.2,1.21,2.14,4.1
2022-03-03 04:15:00+00,1.59,278,4.3,5.9,17.2,1.46,2.62,4.4
2022-03-03 04:45:00+00,1.85,274,4.5,5.9,17.2,1.7,2.98,4.8
2022-03-03 05:15:00+00,1.91,266,4.8,6.2,17.2,1.76,2.53,5
2022-03-03 05:45:00+00,1.89,273,4.7,6.2,17.2,1.74,2.87,4.8
2022-03-03 06:15:00+00,2.04,269,4.8,6.7,17.2,1.87,3.47,5
2022-03-03 06:45:00+00,2.06,264,4.9,6.2,17.2,1.9,3.06,5
2022-03-03 07:15:00+00,2.42,266,5.2,7.1,17.2,2.23,3.73,5.6
2022-03-03 07:45:00+00,2.62,262,5.3,7.7,17.2,2.42,4.09,5.6
2022-03-03 08:15:00+00,2.64,267,5.3,7.1,17.2,2.51,4.31,5.6
2022-03-03 08:45:00+00,2.87,263,5.7,8.3,17.2,2.63,4.19,5.8
2022-03-03 09:15:00+00,3.06,274,6,9.1,17.2,2.92,4.66,6
2022-03-03 09:45:00+00,3.28,281,6.1,9.1,17.2,3.19,4.78,6.3
2022-03-03 10:15:00+00,3.49,274,6.2,9.1,17.2,3.33,5.2,6.5
2022-03-03 10:45:00+00,3.71,266,6.3,8.3,17.25,3.54,6.69,6.7
2022-03-03 11:15:00+00,4.57,280,7.1,10.5,17.25,4.21,6.85,7.2
2022-03-03 11:45:00+00,4.39,284,7,10.5,17.25,4.38,7.25,7.7
2022-03-03 12:15:00+00,4.89,287,7.4,11.1,17.25,4.6,7.18,7.7
2022-03-03 12:45:00+00,5.08,290,7.7,11.1,17.25,4.92,7.58,7.8
2022-03-03 13:15:00+00,4.91,292,7.8,11.1,17.25,4.85,8.62,8.3
2022-03-03 13:45:00+00,5.73,283,8.2,11.1,17.25,5.5,7.9,7.9
2022-03-03 14:15:00+00,5.41,284,8.3,11.8,17.25,5.09,8.42,8.8
2022-03-03 14:45:00+00,5.15,288,8,12.5,17.25,4.78,8.87,7.8
2022-03-03 15:15:00+00,5.89,294,8.7,12.5,17.25,5.56,9.26,8.8
2022-03-03 15:45:00+00,5.95,285,8.7,11.8,17.2,5.64,8.7,9.1
2022-03-03 16:15:00+00,5.69,287,8.5,11.8,17.2,5.3,9.31,8.4
2022-03-03 16:45:00+00,5.83,290,8.7,11.8,17.2,5.58,7.76,9.1
2022-03-03 17:15:00+00,5.97,294,8.7,12.5,17.2,5.81,8.37,9.3
2022-03-03 17:45:00+00,6.04,290,8.7,12.5,17.2,5.68,9.1,8.9
2022-03-03 18:15:00+00,5.49,281,8.5,11.8,17.15,5.25,9.04,9
2022-03-03 18:45:00+00,6,292,8.5,13.3,17.15,5.59,10.4,9.2
2022-03-03 19:15:00+00,6.31,290,9.1,13.3,17.15,5.99,8.78,8.9
2022-03-03 19:45:00+00,5.91,292,8.7,12.5,17.15,5.6,9.81,9.1
2022-03-03 20:15:00+00,6.09,290,8.9,12.5,17.15,5.89,11.52,9.2
2022-03-03 20:45:00+00,5.74,287,8.7,13.3,17.15,5.23,10.62,8.4
2022-03-03 21:15:00+00,5.81,292,8.7,13.3,17.15,5.48,11.53,8.9
2022-03-03 21:45:00+00,5.33,285,8.3,13.3,17.15,5.03,9.02,8.3
2022-03-03 22:15:00+00,5.76,295,8.7,12.5,17.15,5.4,8.62,8.7
2022-03-03 22:45:00+00,5.42,285,8.5,12.5,17.15,5.39,7.75,8.9
2022-03-03 23:15:00+00,5.22,285,8.3,11.8,17.1,5.05,7.84,8.9
2022-03-03 23:45:00+00,5.6,292,8.9,12.5,17.1,5.4,8.68,9
2022-03-04 00:15:00+00,5.19,288,8.5,12.5,17.1,5.23,8.21,9
2022-03-04 00:45:00+00,5.22,294,8.7,12.5,17.1,5.12,7.84,9.4
2022-03-04 01:15:00+00,4.82,288,8.2,12.5,17.05,4.79,8.43,8.4
2022-03-04 01:45:00+00,5.16,295,8.5,13.3,17.1,4.89,7.81,8.8
2022-03-04 02:15:00+00,4.7,287,8,11.8,17.05,4.51,6.93,8.2
2022-03-04 02:45:00+00,4.59,287,8.2,11.8,17.05,4.39,7.14,8.2
2022-03-04 03:15:00+00,3.99,291,7.7,11.8,17.05,3.66,5.58,7.8
2022-03-04 03:45:00+00,4.18,287,7.7,11.8,17.05,3.98,6.45,8.1
2022-03-04 04:15:00+00,4.25,295,7.8,11.8,17.05,4.08,6.01,7.9
2022-03-04 04:45:00+00,4.21,290,8,12.5,17.05,4.07,6.29,8.6
2022-03-04 05:15:00+00,4.17,292,7.8,11.8,17.05,3.86,5.59,7.8
2022-03-04 05:45:00+00,4.03,290,7.7,11.8,17.1,3.74,5.99,8
2022-03-04 06:15:00+00,3.68,287,7.5,11.1,17.1,3.47,6.25,7.4
2022-03-04 06:45:00+00,3.34,285,7.3,11.1,17.1,3.28,4.75,8.1
2022-03-04 07:15:00+00,3.71,284,7.7,11.1,17.1,3.55,5.22,8.1
2022-03-04 07:45:00+00,3.47,297,7.5,11.8,17.1,3.41,5.66,8.2
2022-03-04 08:15:00+00,3.15,294,7.3,11.1,17.1,3.16,5.43,7.5
2022-03-04 08:45:00+00,3.14,287,7.3,10.5,17.15,3.05,4.98,7.6
2022-03-04 09:15:00+00,3,288,7,11.1,17.15,2.89,4.17,7.6
2022-03-04 09:45:00+00,3.15,285,7.4,10.5,17.2,3.04,4.38,7.7
2022-03-04 10:15:00+00,2.82,290,6.8,10.5,17.2,2.68,4.93,7.1
2022-03-04 10:45:00+00,2.79,288,7,10,17.15,2.67,4.89,7.4
2022-03-04 11:15:00+00,2.64,294,6.8,11.1,17.2,2.55,3.65,7.4
2022-03-04 11:45:00+00,2.49,292,6.6,10.5,17.25,2.38,3.72,6.7
2022-03-04 12:15:00+00,2.6,285,6.7,10,17.15,2.5,4.76,6.9
2022-03-04 12:45:00+00,2.64,290,6.8,10,17.15,2.51,4.42,7
2022-03-04 13:15:00+00,2.25,298,6.2,10,17.15,2.18,3.53,6.6
2022-03-04 13:45:00+00,2.41,292,6.7,10,17.2,2.34,4.89,7.1
2022-03-04 14:15:00+00,2.09,287,6.2,10,17.25,2.02,3.17,6.3
2022-03-04 14:45:00+00,2,295,6.1,10,17.05,1.93,2.86,6.5
2022-03-04 15:15:00+00,1.92,290,6.1,9.1,17.1,1.82,2.88,6.2
2022-03-04 15:45:00+00,1.89,298,6,10,17.15,1.82,3.31,6.3
2022-03-04 16:15:00+00,1.87,290,6.1,9.1,17.2,1.81,2.73,6.5
2022-03-04 16:45:00+00,1.91,294,6.3,9.1,17.15,1.84,3.01,6.4
2022-03-04 17:15:00+00,1.7,294,5.9,9.1,17.05,1.69,2.86,6.3
2022-03-04 17:45:00+00,1.86,294,6.2,9.1,17.05,1.74,2.91,6.4
2022-03-04 18:15:00+00,1.71,292,6.1,9.1,17.05,1.66,2.45,6.3
2022-03-04 18:45:00+00,1.63,294,5.9,9.1,17.05,1.58,2.68,6.4
2022-03-04 19:15:00+00,1.61,291,5.9,9.1,17.05,1.55,2.54,6.2
2022-03-04 19:45:00+00,1.56,287,5.9,9.1,17.05,1.49,2.71,6.1
2022-03-04 20:15:00+00,1.58,283,6,9.1,17.15,1.47,2.63,6.2
2022-03-04 20:45:00+00,1.52,284,5.8,9.1,17.15,1.42,2.22,5.9
2022-03-04 21:15:00+00,1.6,285,6.1,9.1,17.1,1.52,2.76,6.4
2022-03-04 21:45:00+00,1.46,294,5.9,8.3,17.1,1.35,2.1,5.9
2022-03-04 22:15:00+00,1.37,300,5.7,8.3,17.05,1.29,2.05,6.1
2022-03-04 22:45:00+00,1.38,291,5.7,8.3,17.05,1.27,1.89,5.9
2022-03-04 23:15:00+00,1.39,291,5.7,8.3,17.05,1.28,2.09,6
2022-03-04 23:45:00+00,1.37,292,5.7,8.3,17.05,1.27,2.22,5.9
2022-03-05 00:15:00+00,1.27,295,5.6,8.3,17.05,1.15,1.88,6
2022-03-05 00:45:00+00,1.3,292,5.8,8.3,17.05,1.24,2.29,6.1
2022-03-05 01:15:00+00,1.17,294,5.6,8.3,17.05,1.15,2.07,6
2022-03-05 01:45:00+00,1.18,290,5.6,7.7,17.05,1.09,1.9,5.7
2022-03-05 02:15:00+00,1.19,288,5.7,7.7,17.05,1.12,1.95,5.8
2022-03-05 02:45:00+00,1.2,285,5.7,7.7,17.05,1.12,1.77,5.7
2022-03-05 03:15:00+00,1.22,288,5.7,7.7,17.05,1.11,1.82,5.7
2022-03-05 03:45:00+00,1.2,287,5.7,7.7,17.05,1.11,2,6.1
2022-03-05 04:15:00+00,1.18,291,5.6,7.7,17,1.1,1.66,5.7
2022-03-05 04:45:00+00,1.05,288,5.5,7.7,17.05,0.96,1.68,5.6
2022-03-05 05:15:00+00,1.03,288,5.4,7.7,17.05,0.98,1.69,5.4
2022-03-05 05:45:00+00,1.08,288,5.5,7.7,17.1,1,1.53,5.7
2022-03-05 06:15:00+00,0.98,290,5.4,7.1,17.1,0.91,1.4,5.6
2022-03-05 06:45:00+00,1.03,292,5.5,7.1,17.15,0.95,1.7,5.8
2022-03-05 07:15:00+00,0.89,301,5.3,7.1,17.35,0.84,1.56,5.5
2022-03-05 07:45:00+00,0.94,287,5.3,7.1,17.45,0.87,1.45,5.5
2022-03-05 08:15:00+00,0.93,291,5.4,7.1,17.7,0.86,1.41,5.7
2022-03-05 08:45:00+00,0.87,284,5.2,7.1,17.85,0.83,1.47,5.4
2022-03-05 09:15:00+00,0.89,284,5.3,8.3,17.7,0.84,1.44,5.5
2022-03-05 09:45:00+00,0.89,285,5.3,6.7,17.7,0.8,1.25,5.4
2022-03-05 10:15:00+00,0.86,297,5.3,7.1,17.7,0.8,1.44,5.5
2022-03-05 10:45:00+00,0.82,281,5.3,9.1,17.55,0.76,1.34,5.4
2022-03-05 11:15:00+00,0.85,295,5.1,6.7,17.55,0.79,1.51,5.4
2022-03-05 11:45:00+00,0.84,277,4.8,8.3,17.45,0.77,1.26,5.2
2022-03-05 12:15:00+00,0.86,292,4.7,6.7,17.5,0.79,1.21,5.2
2022-03-05 12:45:00+00,0.77,290,4.4,6.7,17.5,0.71,1.21,4.7
2022-03-05 13:15:00+00,0.79,283,4.2,8.3,17.5,0.7,1.24,4.5
2022-03-05 13:45:00+00,0.81,285,4,8.3,17.55,0.72,1.47,4.3
2022-03-05 14:15:00+00,0.81,304,3.9,6.2,17.5,0.71,1.32,4.2
2022-03-05 14:45:00+00,0.79,291,3.7,7.7,17.4,0.7,1.38,4
2022-03-05 15:15:00+00,0.79,297,3.6,6.7,17.35,0.69,1.17,3.8
2022-03-05 15:45:00+00,0.81,291,3.7,6.7,17.3,0.7,1.24,3.8
2022-03-05 16:15:00+00,0.8,292,3.5,6.7,17.3,0.69,1.09,3.8
