datetime,hs,direction,tz,tp,temperature,h_onethird,hmax,tav
2022-03-05 16:45:00+00,0.84,288,3.6,7.1,17.3,0.74,1.25,3.8
2022-03-05 17:15:00+00,0.86,292,3.5,6.2,17.25,0.74,1.2,3.7
2022-03-05 17:45:00+00,0.91,287,3.6,8.3,17.2,0.77,1.16,3.8
2022-03-05 18:15:00+00,0.92,6,3.5,3.9,17.35,0.79,1.27,3.7
2022-03-05 18:45:00+00,0.83,11,3.5,3.7,17.35,0.73,1.2,3.7
2022-03-05 19:15:00+00,0.84,4,3.5,3.9,17.3,0.74,1.36,3.7
2022-03-05 19:45:00+00,0.84,4,3.5,3.9,17.3,0.74,1.33,3.7
2022-03-05 20:15:00+00,0.85,11,3.6,3.7,17.25,0.73,1.22,3.7
2022-03-05 20:45:00+00,0.74,1,3.5,3.9,17.25,0.65,1.13,3.7
2022-03-05 21:15:00+00,0.74,277,3.7,7.1,17.25,0.64,1.08,3.9
2022-03-05 21:45:00+00,0.71,287,3.7,6.7,17.2,0.63,1.32,4
2022-03-05 22:15:00+00,0.64,285,3.6,7.7,17.15,0.56,0.94,3.8
2022-03-05 22:45:00+00,0.64,281,3.6,7.1,17.1,0.56,0.98,3.7
2022-03-05 23:15:00+00,0.63,294,3.7,7.1,17.1,0.56,0.83,4
2022-03-05 23:45:00+00,0.64,287,3.6,7.7,17.1,0.57,0.92,3.8
2022-03-06 00:15:00+00,0.62,284,3.4,6.7,17.1,0.55,0.9,3.6
2022-03-06 00:45:00+00,0.6,284,3.1,7.7,17.05,0.51,0.79,3.3
2022-03-06 01:15:00+00,0.63,278,3.1,7.7,17.05,0.54,0.97,3.5
2022-03-06 01:45:00+00,0.62,283,2.8,7.7,17.1,0.51,0.85,3
2022-03-06 02:15:00+00,0.61,297,2.9,5.9,17.05,0.51,1.05,3.1
2022-03-06 02:45:00+00,0.63,84,2.8,2.4,17.05,0.52,0.87,3
2022-03-06 03:15:00+00,0.66,91,2.8,2.6,17.05,0.53,1.07,2.9
2022-03-06 03:45:00+00,0.69,96,2.7,2.6,17.05,0.57,1.15,2.9
2022-03-06 04:15:00+00,0.76,90,2.8,2.9,17,0.63,1.08,2.9
2022-03-06 04:45:00+00,0.75,94,2.8,2.9,17,0.64,1.03,3
2022-03-06 05:15:00+00,0.68,84,2.8,2.6,17,0.56,1.03,3
2022-03-06 05:45:00+00,0.65,86,2.7,2.5,17,0.53,1.01,2.9
2022-03-06 06:15:00+00,0.7,89,2.7,2.8,17,0.59,1.05,2.9
2022-03-06 06:45:00+00,0.72,87,2.7,2.6,17,0.6,1.34,2.8
2022-03-06 07:15:00+00,0.74,84,2.7,2.9,17,0.63,1.09,2.9
2022-03-06 07:45:00+00,0.71,91,2.7,2.6,17,0.59,1.32,2.8
2022-03-06 08:15:00+00,0.73,84,2.8,2.9,17.05,0.61,1,2.9
2022-03-06 08:45:00+00,0.75,77,2.7,2.9,17.05,0.63,1.09,2.8
2022-03-06 09:15:00+00,0.67,76,2.8,2.8,17.05,0.58,1.09,2.9
2022-03-06 09:45:00+00,0.65,76,2.8,2.9,17.05,0.55,0.94,2.9
2022-03-06 10:15:00+00,0.62,80,2.8,2.8,17.05,0.52,0.88,2.9
2022-03-06 10:45:00+00,0.62,70,2.7,2.7,17.1,0.52,1.02,2.9
2022-03-06 11:15:00+00,0.63,80,2.8,2.6,17.1,0.51,0.91,2.9
2022-03-06 11:45:00+00,0.63,350,2.7,5,17.1,0.52,1.02,2.9
2022-03-06 12:15:00+00,0.71,86,2.8,2.6,17.1,0.6,1.08,2.9
2022-03-06 12:45:00+00,0.76,80,2.9,2.9,17.1,0.65,1.17,3
2022-03-06 13:15:00+00,0.72,352,2.8,4.8,17.1,0.61,1.2,3
2022-03-06 13:45:00+00,0.64,346,2.9,5,17.1,0.54,0.82,3
2022-03-06 14:15:00+00,0.58,349,3.1,4.5,17.1,0.51,0.81,3.4
2022-03-06 14:45:00+00,0.63,347,3.7,5.3,17.1,0.57,1.07,3.9
2022-03-06 15:15:00+00,0.65,350,4,5.6,17.1,0.6,0.9,4.2
2022-03-06 15:45:00+00,0.69,352,4.3,5.6,17.1,0.64,1.02,4.5
2022-03-06 16:15:00+00,0.74,356,4.4,5.9,17.1,0.69,1.21,4.4
2022-03-06 16:45:00+00,0.79,359,4.4,5.6,17.1,0.72,1.27,4.6
2022-03-06 17:15:00+00,0.82,356,4.5,5.9,17.1,0.78,1.21,4.7
2022-03-06 17:45:00+00,0.89,354,4.7,5.9,17.15,0.84,1.7,4.8
2022-03-06 18:15:00+00,0.88,353,4,5.9,17.05,0.8,1.44,4.3
2022-03-06 18:45:00+00,0.96,357,3.9,5.6,17,0.87,1.36,4.1
2022-03-06 19:15:00+00,1.09,352,4,5.9,17,0.99,1.57,4.2
2022-03-06 19:45:00+00,1.18,353,4,5.9,17.05,1.07,1.83,4.2
2022-03-06 20:15:00+00,1.29,347,4.2,6.2,17.05,1.19,1.86,4.6
2022-03-06 20:45:00+00,1.42,349,4.4,6.7,17.05,1.29,2.55,4.5
2022-03-06 21:15:00+00,1.56,345,4.6,7.1,17.05,1.43,2.41,4.8
2022-03-06 21:45:00+00,1.51,345,4.6,7.1,17.05,1.4,2.41,4.8
2022-03-06 22:15:00+00,1.64,345,4.8,6.7,17,1.52,2.9,5
2022-03-06 22:45:00+00,1.53,338,4.9,7.7,17.05,1.45,2.29,5.3
2022-03-06 23:15:00+00,1.64,333,5,8.3,17,1.5,2.41,5.1
2022-03-06 23:45:00+00,1.78,335,5.1,8.3,17,1.64,2.98,5.4
2022-03-07 00:15:00+00,1.7,336,5,8.3,17,1.58,3.32,5.2
2022-03-07 00:45:00+00,1.79,342,5.1,7.1,16.95,1.63,2.82,5.4
2022-03-07 01:15:00+00,1.7,345,5.1,7.1,16.95,1.57,2.33,5.4
2022-03-07 01:45:00+00,1.72,340,5.1,7.1,16.95,1.58,2.61,5.5
2022-03-07 02:15:00+00,1.68,338,5.1,8.3,16.95,1.56,2.43,5.5
2022-03-07 02:45:00+00,1.73,347,5,7.1,16.95,1.62,2.77,5.3
2022-03-07 03:15:00+00,1.67,345,4.8,7.1,16.95,1.54,2.4,5.5
2022-03-07 03:45:00+00,1.52,343,4.7,6.7,16.95,1.42,2.46,5
2022-03-07 04:15:00+00,1.51,343,4.6,6.7,16.95,1.39,2.15,4.9
2022-03-07 04:45:00+00,1.47,347,4.6,7.1,16.95,1.37,2.78,4.9
2022-03-07 05:15:00+00,1.43,345,4.6,7.7,16.95,1.31,2.18,4.8
2022-03-07 05:45:00+00,1.28,349,4.5,6.2,16.95,1.16,1.99,4.7
2022-03-07 06:15:00+00,1.27,350,4.7,6.2,17,1.23,1.92,5.1
2022-03-07 06:45:00+00,1.25,349,4.8,6.7,17.05,1.16,2.18,5
2022-03-07 07:15:00+00,1.21,345,4.8,7.1,17.15,1.12,1.86,5.1
2022-03-07 07:45:00+00,1.09,343,4.8,7.1,17.35,1.01,1.83,5
2022-03-07 08:15:00+00,1.16,352,4.9,6.7,17.45,1.06,1.98,5.2
2022-03-07 08:45:00+00,1.07,347,4.9,6.7,17.7,1.01,1.53,5
2022-03-07 09:15:00+00,1.03,346,4.9,6.7,17.9,0.97,1.73,4.9
2022-03-07 09:45:00+00,1.02,340,4.8,6.7,18.15,0.93,1.61,4.8
2022-03-07 10:15:00+00,0.96,345,4.7,5.3,18.25,0.88,1.73,4.7
2022-03-07 10:45:00+00,0.86,346,4.5,6.7,18,0.79,1.3,4.7
2022-03-07 11:15:00+00,0.87,345,4.5,5.9,17.75,0.78,1.27,4.6
2022-03-07 11:45:00+00,0.82,343,4.3,6.2,17.7,0.76,1.31,4.5
2022-03-07 12:15:00+00,0.84,343,4.1,5.9,17.9,0.76,1.22,4.3
2022-03-07 12:45:00+00,0.75,346,4,5.9,17.8,0.68,1.09,4.2
2022-03-07 13:15:00+00,0.75,345,3.9,6.2,17.95,0.66,1.12,4
2022-03-07 13:45:00+00,0.69,350,3.9,5.9,18.1,0.61,1.01,4
2022-03-07 14:15:00+00,0.66,338,3.9,5.9,17.9,0.6,0.95,4.2
2022-03-07 14:45:00+00,0.64,335,3.9,6.7,17.8,0.57,0.9,4.2
2022-03-07 15:15:00+00,0.62,342,3.9,5.6,17.45,0.54,0.87,4
2022-03-07 15:45:00+00,0.62,342,3.8,6.2,17.25,0.54,1.05,4
2022-03-07 16:15:00+00,0.59,329,3.7,6.7,17.25,0.54,0.8,4
2022-03-07 16:45:00+00,0.59,333,3.8,5.9,17.25,0.52,1.05,3.9
2022-03-07 17:15:00+00,0.53,333,3.9,5.3,17.25,0.48,0.76,4
2022-03-07 17:45:00+00,0.5,339,3.7,5.6,17.3,0.46,0.87,4
2022-03-07 18:15:00+00,0.49,321,3.7,5.6,17.35,0.43,0.82,3.9
2022-03-07 18:45:00+00,0.47,325,3.8,5.6,17.3,0.41,0.69,4
2022-03-07 19:15:00+00,0.46,311,3.8,6.2,17.3,0.42,0.62,4.2
2022-03-07 19:45:00+00,0.44,326,3.9,5.6,17.3,0.41,0.7,4
2022-03-07 20:15:00+00,0.44,318,3.8,5.6,17.3,0.39,0.66,4
2022-03-07 20:45:00+00,0.44,308,3.9,5.9,17.25,0.39,0.69,4
2022-03-07 21:15:00+00,0.4,332,3.9,5.6,17.25,0.36,0.64,4
2022-03-07 21:45:00+00,0.41,312,4,5.6,17.25,0.37,0.69,4.1
2022-03-07 22:15:00+00,0.39,309,3.9,5.6,17.2,0.35,0.62,4.1
2022-03-07 22:45:00+00,0.37,295,4,5.3,17.2,0.33,0.56,4.1
2022-03-07 23:15:00+00,0.36,308,4,5.9,17.2,0.34,0.59,4.1
2022-03-07 23:45:00+00,0.36,297,4,5.6,17.2,0.33,0.53,4.2
2022-03-08 00:15:00+00,0.37,312,4.1,5.6,17.2,0.34,0.58,4.2
2022-03-08 00:45:00+00,0.33,298,4,5.3,17.2,0.3,0.57,4.1
2022-03-08 01:15:00+00,0.34,301,4,5.3,17.2,0.31,0.52,4.2
2022-03-08 01:45:00+00,0.33,300,4,5.3,17.2,0.29,0.57,4.1
2022-03-08 02:15:00+00,0.32,297,4,4.8,17.2,0.28,0.41,4.2
2022-03-08 02:45:00+00,0.33,308,4.1,5.6,17.15,0.3,0.54,4.2
2022-03-08 03:15:00+00,0.33,302,3.9,5,17.15,0.3,0.57,4.1
2022-03-08 03:45:00+00,0.35,308,3.7,5,17.15,0.32,0.56,4
2022-03-08 04:15:00+00,0.37,300,3.6,5,17.15,0.33,0.52,3.8
2022-03-08 04:45:00+00,0.37,297,3.4,4.5,17.15,0.33,0.67,3.6
2022-03-08 05:15:00+00,0.37,290,3.6,4.8,17.15,0.33,0.53,3.9
2022-03-08 05:45:00+00,0.38,307,3.5,5.6,17.1,0.33,0.55,3.6
2022-03-08 06:15:00+00,0.39,294,3.5,4.8,17.05,0.34,0.56,3.6
2022-03-08 06:45:00+00,0.4,295,3.7,5,17.05,0.35,0.59,3.8
2022-03-08 07:15:00+00,0.41,287,3.3,5,17.05,0.38,0.62,3.6
2022-03-08 07:45:00+00,0.46,0,3.3,3.9,17.05,0.41,0.71,3.5
2022-03-08 08:15:00+00,0.41,287,3.3,4.8,17.1,0.36,0.55,3.7
2022-03-08 08:45:00+00,0.42,288,3.4,4.8,17.2,0.36,0.61,3.6
2022-03-08 09:15:00+00,0.4,287,3.5,4.3,17.25,0.35,0.64,3.6
2022-03-08 09:45:00+00,0.39,291,3.6,4.2,17.4,0.34,0.57,3.7
2022-03-08 10:15:00+00,0.38,297,3.5,3.9,17.5,0.34,0.65,3.7
2022-03-08 10:45:00+00,0.39,333,3.5,3.5,17.65,0.34,0.57,3.8
2022-03-08 11:15:00+00,0.4,288,3.6,4.8,17.8,0.34,0.57,3.8
2022-03-08 11:45:00+00,0.38,292,3.7,4.3,17.9,0.34,0.57,3.8
2022-03-08 12:15:00+00,0.4,295,3.7,3.9,18,0.35,0.61,3.8
2022-03-08 12:45:00+00,0.39,288,3.7,4.3,17.95,0.34,0.59,3.8
2022-03-08 13:15:00+00,0.39,304,3.7,4,17.9,0.35,0.57,3.8
2022-03-08 13:45:00+00,0.38,311,3.7,4,17.85,0.34,0.56,3.9
2022-03-08 14:15:00+00,0.42,300,3.9,4.2,17.75,0.38,0.62,4
2022-03-08 14:45:00+00,0.41,301,3.8,5.3,17.65,0.37,0.65,3.9
2022-03-08 15:15:00+00,0.44,302,3.6,4,17.55,0.39,0.75,3.7
2022-03-08 15:45:00+00,0.46,326,3.5,4.8,17.5,0.4,0.71,3.7
2022-03-08 16:15:00+00,0.53,304,3.4,6.7,17.45,0.48,0.85,3.6
2022-03-08 16:45:00+00,0.56,304,3.3,7.1,17.4,0.49,0.95,3.6
2022-03-08 17:15:00+00,0.66,312,3.2,6.7,17.35,0.57,0.98,3.4
2022-03-08 17:45:00+00,0.75,308,3.4,6.7,17.25,0.66,1.27,3.6
2022-03-08 18:15:00+00,0.87,311,3.5,6.2,17.2,0.77,1.33,3.7
2022-03-08 18:45:00+00,0.89,359,3.5,3.2,17.15,0.76,1.35,3.5
2022-03-08 19:15:00+00,0.95,350,3.5,3.5,17.15,0.83,1.51,3.8
2022-03-08 19:45:00+00,1,3,3.5,3.7,17.1,0.91,1.67,3.8
2022-03-08 20:15:00+00,1.01,353,3.6,3.6,17.15,0.9,1.55,3.8
2022-03-08 20:45:00+00,1.05,359,3.7,3.9,17.15,0.94,1.57,3.9
2022-03-08 21:15:00+00,0.95,297,3.9,6.2,17.15,0.85,1.42,4.2
2022-03-08 21:45:00+00,0.91,305,4,7.1,17.1,0.82,1.34,4
2022-03-08 22:15:00+00,0.78,307,4.1,7.1,17.1,0.72,1.2,4.3
2022-03-08 22:45:00+00,0.8,305,4.5,7.1,17.1,0.73,1.17,4.8
2022-03-08 23:15:00+00,0.76,298,4.4,6.2,17.1,0.68,1.12,4.4
2022-03-08 23:45:00+00,0.72,298,4.5,6.2,17.15,0.66,1.09,4.7
2022-03-09 00:15:00+00,0.69,305,4.7,6.7,17.1,0.62,1.06,4.8
2022-03-09 00:45:00+00,0.74,307,4.8,6.7,17.1,0.67,1.01,5.1
2022-03-09 01:15:00+00,0.69,304,4.7,6.2,17.1,0.65,1.28,4.9
2022-03-09 01:45:00+00,0.66,305,4.7,7.1,17.1,0.62,1.05,4.8
2022-03-09 02:15:00+00,0.66,300,4.5,5.9,17.1,0.61,1.05,4.6
2022-03-09 02:45:00+00,0.62,298,4.4,7.1,17.1,0.58,0.85,4.6
2022-03-09 03:15:00+00,0.64,297,3.8,6.7,17.1,0.56,1.16,4
2022-03-09 03:45:00+00,0.66,295,3.6,6.7,17.05,0.57,1.18,3.8
2022-03-09 04:15:00+00,0.66,301,3.5,7.1,17.05,0.57,1,3.8
2022-03-09 04:45:00+00,0.75,298,3.9,6.7,17.05,0.68,1.25,4.2
2022-03-09 05:15:00+00,0.68,290,3.8,6.2,17.05,0.6,0.91,4
2022-03-09 05:45:00+00,0.7,291,3.9,6.7,17,0.63,1.15,4
2022-03-09 06:15:00+00,0.67,294,4,6.7,17.05,0.6,0.9,4.3
2022-03-09 06:45:00+00,0.6,292,3.9,5.9,17,0.54,1.06,4
2022-03-09 07:15:00+00,0.62,291,4,6.7,17.05,0.57,1,4.4
2022-03-09 07:45:00+00,0.61,294,4.2,6.2,17.05,0.55,0.92,4.5
2022-03-09 08:15:00+00,0.61,292,4.3,5.9,17.05,0.55,0.89,4.4
2022-03-09 08:45:00+00,0.63,291,4.3,6.2,17.05,0.59,0.98,4.7
2022-03-09 09:15:00+00,0.6,298,4.3,6.2,17.05,0.57,1,4.5
2022-03-09 09:45:00+00,0.6,294,4.1,6.2,17.05,0.56,0.89,4.4
2022-03-09 10:15:00+00,0.63,298,4.2,6.2,17.05,0.56,0.94,4.3
2022-03-09 10:45:00+00,0.59,292,4.1,6.2,17.05,0.53,0.96,4.2
2022-03-09 11:15:00+00,0.55,291,4,5.9,17.1,0.48,0.87,4.2
2022-03-09 11:45:00+00,0.59,291,4,6.2,17.1,0.54,0.95,4.3
2022-03-09 12:15:00+00,0.58,284,3.9,5.9,17.1,0.53,0.84,4.1
2022-03-09 12:45:00+00,0.57,292,3.9,5.9,17.1,0.52,0.87,4.1
2022-03-09 13:15:00+00,0.59,285,3.9,5.9,17.05,0.52,0.9,4
2022-03-09 13:45:00+00,0.58,287,3.7,5.9,17.1,0.51,0.87,4.1
2022-03-09 14:15:00+00,0.62,287,3.5,5.3,17.1,0.56,1.22,3.8
2022-03-09 14:45:00+00,0.68,285,3.5,6.2,17.05,0.61,1.15,3.7
2022-03-09 15:15:00+00,0.66,284,3.4,5.6,17.05,0.58,0.89,3.6
2022-03-09 15:45:00+00,0.7,288,3.5,5.9,17.05,0.63,1.02,3.5
2022-03-09 16:15:00+00,0.74,291,3.5,3.9,17.05,0.66,1.07,3.5
2022-03-09 16:45:00+00,0.73,287,3.5,4,17.05,0.65,1.19,3.5
2022-03-09 17:15:00+00,0.74,281,3.5,4,17.05,0.64,1.19,3.6
2022-03-09 17:45:00+00,0.7,281,3.5,4.2,17.05,0.61,1.02,3.6
2022-03-09 18:15:00+00,0.71,277,3.6,4.5,17.05,0.64,1.09,3.8
2022-03-09 18:45:00+00,0.69,281,3.7,4.2,17.05,0.62,1.03,3.9
2022-03-09 19:15:00+00,0.73,277,3.7,4.3,17.05,0.64,1.05,3.9
2022-03-09 19:45:00+00,0.71,267,3.8,4.5,17.05,0.64,0.94,3.9
2022-03-09 20:15:00+00,0.7,278,3.8,4.5,17.05,0.62,1.21,4
2022-03-09 20:45:00+00,0.75,271,3.7,4.5,17.05,0.67,1.05,3.9
2022-03-09 21:15:00+00,0.79,276,3.7,4.5,17.05,0.71,1.34,3.8
2022-03-09 21:45:00+00,0.75,287,3.6,5,17.05,0.68,1.2,3.7
2022-03-09 22:15:00+00,0.78,280,3.7,4.8,17.05,0.69,1.12,3.8
2022-03-09 22:45:00+00,0.82,277,3.6,4.5,17,0.72,1.23,3.7
2022-03-09 23:15:00+00,0.79,290,3.5,5.3,17.05,0.71,1.18,3.7
2022-03-09 23:45:00+00,0.83,291,3.6,4.5,17,0.74,1.19,3.8
2022-03-10 00:15:00+00,0.83,291,3.8,5.3,17,0.76,1.25,4
2022-03-10 00:45:00+00,0.86,298,3.9,5.3,17,0.77,1.47,4
2022-03-10 01:15:00+00,0.91,295,3.6,5.6,17,0.85,1.38,3.8
2022-03-10 01:45:00+00,1,283,3.6,5,17,0.87,1.45,3.8
2022-03-10 02:15:00+00,1.11,288,3.9,5.3,17,1.01,2.04,3.9
2022-03-10 02:45:00+00,1.09,285,3.9,5.6,17,0.96,1.64,4
2022-03-10 03:15:00+00,1.14,292,3.9,5.6,17,1,1.93,4.1
2022-03-10 03:45:00+00,1.09,295,3.9,5.9,17,1.01,1.59,4.2
2022-03-10 04:15:00+00,1.08,292,4.1,5.3,17,0.99,1.49,4.3
2022-03-10 04:45:00+00,1.18,297,4.2,5.9,17,1.08,1.61,4.2
2022-03-10 05:15:00+00,1.11,305,4,5.9,17,1.03,1.75,4.5
2022-03-10 05:45:00+00,1.18,300,4,5.9,17,1.08,1.89,4.2
2022-03-10 06:15:00+00,1.23,285,4.1,5.6,17,1.1,2.19,4.2
2022-03-10 06:45:00+00,1.32,295,4.2,5.9,17.05,1.2,2.19,4.4
2022-03-10 07:15:00+00,1.22,297,4.1,5.6,17.05,1.11,1.96,4.4
2022-03-10 07:45:00+00,1.31,292,4.2,5.9,17.05,1.18,1.89,4.3
2022-03-10 08:15:00+00,1.31,295,4.1,5.9,17.05,1.19,1.89,4.2
2022-03-10 08:45:00+00,1.37,287,4,5.6,17.05,1.24,2.01,4.2
2022-03-10 09:15:00+00,1.41,291,3.9,5.9,17.05,1.27,2.23,4
2022-03-10 09:45:00+00,1.61,301,4.2,6.2,17.05,1.46,2.39,4.3
2022-03-10 10:15:00+00,1.71,287,4.3,5.9,17.05,1.6,2.83,4.4
2022-03-10 10:45:00+00,1.86,250,4.5,5.6,17.05,1.76,3.18,4.7
2022-03-10 11:15:00+00,1.82,292,4.4,6.7,17.1,1.66,3.02,4.5
2022-03-10 11:45:00+00,2.07,262,4.6,5.9,17.1,1.95,3.47,4.8
2022-03-10 12:15:00+00,2.28,284,4.8,6.2,17.1,2.06,3.52,4.9
2022-03-10 12:45:00+00,2.33,288,4.9,7.1,17.1,2.13,4.12,4.9
2022-03-10 13:15:00+00,2.31,273,4.9,6.7,17.1,2.12,3.71,5
2022-03-10 13:45:00+00,2.84,273,5.3,7.1,17.05,2.65,3.93,5.4
2022-03-10 14:15:00+00,2.6,271,5.3,7.1,17.05,2.43,3.91,5.5
2022-03-10 14:45:00+00,2.35,264,5.1,7.1,17.05,2.22,3.58,5.3
2022-03-10 15:15:00+00,2.36,288,5.1,7.7,17.05,2.2,4.24,5.2
2022-03-10 15:45:00+00,2.49,274,5.3,7.1,17,2.29,3.73,5.4
2022-03-10 16:15:00+00,2.79,274,5.5,7.1,16.95,2.58,4.2,5.8
2022-03-10 16:45:00+00,2.64,284,5.3,7.1,16.95,2.47,4.41,5.3
2022-03-10 17:15:00+00,2.58,269,5.3,7.7,16.95,2.39,4.21,5.4
2022-03-10 17:45:00+00,3,277,5.6,7.7,16.95,2.77,4.47,5.8
2022-03-10 18:15:00+00,2.84,274,5.5,7.7,16.95,2.72,5.37,5.6
2022-03-10 18:45:00+00,3.14,269,6,8.3,16.95,2.9,4.97,6.1
2022-03-10 19:15:00+00,2.69,267,5.4,8.3,16.9,2.48,4.61,5.6
2022-03-10 19:45:00+00,2.71,263,5.6,8.3,16.9,2.5,3.87,5.7
2022-03-10 20:15:00+00,2.78,259,5.7,8.3,16.85,2.62,4.13,6
2022-03-10 20:45:00+00,2.64,269,5.4,7.7,16.85,2.44,3.89,5.6
2022-03-10 21:15:00+00,2.59,257,5.4,8.3,16.85,2.44,4.28,5.5
2022-03-10 21:45:00+00,2.69,259,5.4,8.3,16.85,2.51,3.94,5.5
2022-03-10 22:15:00+00,2.82,267,5.6,7.7,16.8,2.67,4.39,5.8
2022-03-10 22:45:00+00,2.7,257,5.5,8.3,16.8,2.49,5.07,5.8
2022-03-10 23:15:00+00,2.83,266,5.6,7.7,16.8,2.65,4.6,5.7
2022-03-10 23:45:00+00,2.63,274,5.6,7.7,16.8,2.49,3.78,5.8
2022-03-11 00:15:00+00,2.66,264,5.4,8.3,16.8,2.54,4.22,5.9
2022-03-11 00:45:00+00,2.81,269,5.6,8.3,16.8,2.59,4.26,5.7
2022-03-11 01:15:00+00,2.68,264,5.5,8.3,16.8,2.58,4.01,5.9
2022-03-11 01:45:00+00,2.8,270,5.7,8.3,16.8,2.62,4.61,5.8
2022-03-11 02:15:00+00,2.82,264,5.6,9.1,16.8,2.65,4.26,5.8
2022-03-11 02:45:00+00,2.88,263,5.6,9.1,16.85,2.67,5.15,6
2022-03-11 03:15:00+00,2.87,267,5.7,8.3,16.85,2.66,4.57,5.8
2022-03-11 03:45:00+00,2.79,274,5.7,8.3,16.85,2.64,4.34,5.7
2022-03-11 04:15:00+00,2.99,276,5.7,8.3,16.8,2.92,5.45,6
2022-03-11 04:45:00+00,3.19,270,5.9,8.3,16.8,2.96,4.17,6.2
2022-03-11 05:15:00+00,3.64,276,6.2,8.3,16.75,3.42,5.57,6.5
2022-03-11 05:45:00+00,3.61,273,6.1,9.1,16.75,3.55,6.04,6.5
2022-03-11 06:15:00+00,3.92,274,6.3,9.1,16.75,3.63,6.67,6.7
2022-03-11 06:45:00+00,4.38,274,6.8,9.1,16.75,4.18,8.18,7
2022-03-11 07:15:00+00,4.27,274,6.7,9.1,16.75,4.16,6.04,7.3
2022-03-11 07:45:00+00,4.39,273,6.9,10,16.75,4.15,9.06,7
2022-03-11 08:15:00+00,4.28,271,7,10,16.75,4.3,6.95,7.7
2022-03-11 08:45:00+00,4.11,270,6.7,10.5,16.75,3.98,7.17,7.4
2022-03-11 09:15:00+00,4.41,270,7.1,10,16.75,4.24,7.38,7.7
2022-03-11 09:45:00+00,4.74,298,7.4,11.8,16.75,4.55,7.38,7.8
2022-03-11 10:15:00+00,5.24,285,8,11.8,16.75,5.01,7.31,8
2022-03-11 10:45:00+00,5.54,292,8.3,11.8,16.75,5.44,8.81,8.9
2022-03-11 11:15:00+00,5.77,292,8.3,11.8,16.7,5.42,9.04,8.4
2022-03-11 11:45:00+00,5.25,273,8,10.5,16.7,5.04,7.86,8.5
2022-03-11 12:15:00+00,4.78,298,7.5,11.8,16.7,4.42,6.41,8
2022-03-11 12:45:00+00,5.45,287,8.3,11.8,16.7,5.36,8.59,8.9
2022-03-11 13:15:00+00,4.74,281,7.5,11.8,16.7,4.51,7.2,7.6
2022-03-11 13:45:00+00,4.4,295,7.4,11.8,16.7,4.2,6.27,7.6
2022-03-11 14:15:00+00,4.54,288,7.5,11.1,16.7,4.34,8.26,7.7
2022-03-11 14:45:00+00,4.85,283,8,12.5,16.65,4.7,7.69,8.1
2022-03-11 15:15:00+00,4.58,277,7.7,10.5,16.6,4.4,6.6,8
2022-03-11 15:45:00+00,4.62,277,7.5,11.8,16.6,4.49,7.2,7.9
2022-03-11 16:15:00+00,4.47,285,7.5,11.1,16.55,4.2,7.58,7.4
2022-03-11 16:45:00+00,4.31,281,7.1,11.1,16.55,4.12,5.5,7.9
2022-03-11 17:15:00+00,4.44,281,7.4,11.1,16.55,4.26,7.49,7.9
2022-03-11 17:45:00+00,4,276,7.1,11.1,16.55,3.81,5.89,7.4
2022-03-11 18:15:00+00,3.83,278,7,11.8,16.55,3.68,5.45,7.6
2022-03-11 18:45:00+00,4.35,277,7.3,11.1,16.55,4.03,6.92,7.6
2022-03-11 19:15:00+00,3.96,283,7.4,11.8,16.55,3.85,6.23,7.7
2022-03-11 19:45:00+00,3.95,271,7.1,11.1,16.5,3.74,5.87,7.5
2022-03-11 20:15:00+00,3.7,280,6.9,10.5,16.5,3.59,5.99,7.3
2022-03-11 20:45:00+00,4.06,281,7.4,11.1,16.5,3.91,6.83,7.6
2022-03-11 21:15:00+00,3.57,294,6.8,11.1,16.5,3.45,5.72,7
2022-03-11 21:45:00+00,3.72,274,6.9,10.5,16.5,3.54,5.91,7.4
2022-03-11 22:15:00+00,3.41,277,6.8,11.1,16.45,3.29,5.62,7.4
2022-03-11 22:45:00+00,3.52,285,6.8,10,16.45,3.41,5.3,7.1
2022-03-11 23:15:00+00,3.98,280,7.4,11.1,16.45,3.78,6.19,7.6
2022-03-11 23:45:00+00,3.86,278,7.1,11.1,16.45,3.72,6.37,7.5
2022-03-12 00:15:00+00,3.85,291,7.1,11.1,16.45,3.69,6.2,7.3
2022-03-12 00:45:00+00,3.77,281,7.1,10.5,16.45,3.53,5.41,7.1
2022-03-12 01:15:00+00,3.8,283,6.9,11.1,16.4,3.67,6.13,7.2
2022-03-12 01:45:00+00,3.34,277,6.5,11.1,16.35,3.25,4.75,6.8
2022-03-12 02:15:00+00,3.95,280,7,11.1,16.3,3.68,6.29,7.3
2022-03-12 02:45:00+00,3.54,278,6.9,10.5,16.25,3.38,4.7,7
2022-03-12 03:15:00+00,3.31,280,6.6,10.5,16.25,3.14,4.49,6.6
2022-03-12 03:45:00+00,3.56,287,6.9,10.5,16.25,3.35,5.71,7.3
2022-03-12 04:15:00+00,3.36,285,6.7,10,16.3,3.24,4.73,7
2022-03-12 04:45:00+00,3.35,287,6.7,10.5,16.3,3.19,6.34,7.1
2022-03-12 05:15:00+00,3.03,284,6.6,10.5,16.35,2.91,4.85,6.7
2022-03-12 05:45:00+00,3.01,292,6.6,9.1,16.35,3.08,5.02,7.3
2022-03-12 06:15:00+00,3.11,278,6.7,11.1,16.35,3.04,5.32,6.9
